"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
311563,1616774931228,,,51,,,-0.76,0.07,0.83,4,16,-8,0.76,0,,,,,,,,,,,,,,,,
311603,1616774931268,,,53,,,-0.73,0.02,1.05,3,18,-8,0.73,0,,,,,,,,,,,,,,,,
311643,1616774931308,,,51,,,-0.75,-0.0,0.93,2,15,-6,0.75,0,45.846939,5.17842,47.04,715.6,7,2,2.7,0,0.0,-1,0.0,0.0,0.0,0,0.89,5.194
311683,1616774931348,,,53,,,-0.67,0.02,1.14,1,16,-6,0.67,0,,,,,,,,,,,,,,,,
311723,1616774931388,,,53,,,-0.56,-0.07,1.1,0,17,-5,0.56,0,,,,,,,,,,,,,,,,
311763,1616774931429,,,50,,,-0.57,-0.05,0.83,-0,11,-4,0.58,0,,,,,,,,,,,,,,,,
311803,1616774931469,,,52,,,-0.57,0.01,0.93,-0,7,-4,0.57,0,,,,,,,,,,,,,,,,
311843,1616774931507,,,50,,,-0.5,-0.02,1.06,-1,4,-3,0.5,0,45.846954,5.178375,44.94,715.6,7,2,2.7,0,0.0,-1,0.0,0.0,0.0,0,0.89,5.1974
311883,1616774931547,,,53,,,-0.55,0.0,0.96,-0,3,-2,0.55,0,,,,,,,,,,,,,,,,
311923,1616774931587,,,51,,,-0.26,-0.01,1.01,-0,14,-4,0.26,0,,,,,,,,,,,,,,,,
311963,1616774931627,,,52,,,-0.41,0.05,1.2,-0,29,-6,0.41,0,,,,,,,,,,,,,,,,
312003,1616774931667,,,52,,,-0.39,0.04,0.68,-0,42,-4,0.39,0,,,,,,,,,,,,,,,,
312043,1616774931707,296,147,50,0.33,13.68,-0.61,-0.03,0.72,-1,31,-5,0.61,0,45.846966,5.178334,42.91,715.7,7,2,2.7,0,0.0,-1,0.0,0.0,0.0,0,0.89,5.2007
312083,1616774931747,,,50,,,-0.7,-0.05,0.97,-1,51,-6,0.7,0,,,,,,,,,,,,,,,,
312123,1616774931787,,,50,,,-0.93,-0.06,1.16,-2,61,-8,0.93,0,,,,,,,,,,,,,,,,
312163,1616774931827,,,51,,,-1.01,-0.11,1.1,-4,55,-6,1.02,0,,,,,,,,,,,,,,,,
312203,1616774931867,,,50,,,-0.69,-0.11,1.27,-5,48,-6,0.7,0,,,,,,,,,,,,,,,,
312243,1616774931907,,,49,,,-0.17,-0.1,1.41,-7,29,-1,0.2,0,45.846981,5.178296,40.5,715.7,7,2,2.7,0,0.0,-1,0.0,0.0,0.0,0,0.89,5.2041
312283,1616774931947,,,49,,,0.01,-0.12,1.46,-8,21,1,0.12,0,,,,,,,,,,,,,,,,
312323,1616774931987,,,50,,,-0.23,-0.19,1.52,-10,20,-2,0.3,0,,,,,,,,,,,,,,,,
312363,1616774932023,,,49,,,-0.24,-0.21,1.61,-11,4,-1,0.32,0,,,,,,,,,,,,,,,,
312403,1616774932063,,,49,,,-0.31,-0.24,1.52,-12,2,-1,0.39,0,,,,,,,,,,,,,,,,
312443,1616774932107,,,50,,,-0.15,-0.28,1.56,-13,6,-2,0.32,0,45.846989,5.178255,39.64,715.6,7,2,2.7,0,0.0,-1,0.0,0.0,0.0,0,0.89,5.2074
