"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
253963,1560687885961,3,2.28,1.92,3.38,1.89,2.81,0.89,-0.43,0.2,3,-3,4,0.99,10201,13,86,30,26,1043,564.0,640,458,60,121.0,145,1,274,198,83,0,0,549,2216,-9072,564,,,,,,,,,,,,
253983,1560687885981,2,2.28,1.92,3.4,1.88,2.81,0.87,-0.33,0.2,3,-3,5,0.93,10190,13,86,30,26,1045,561.0,638,460,60,121.0,135,1,274,196,76,0,0,546,6273,-8962,561,,,,,,,,,,,,
254003,1560687885995,2,2.28,1.93,3.43,1.9,2.82,0.96,-0.21,0.2,3,0,5,0.99,10146,12,86,30,25,1047,560.0,642,460,60,121.0,135,1,270,193,76,0,0,537,-22263,-8962,559,,,,,,,,,,,,
254023,1560687886015,5,2.27,1.93,3.42,1.9,2.81,1.0,-0.27,0.2,2,-2,5,1.04,10059,12,86,30,25,1047,559.0,642,455,60,122.0,135,1,270,190,76,0,0,541,-9072,-22519,555,,,,,,,,,,,,
254043,1560687886035,3,2.27,1.92,3.39,1.88,2.8,0.88,-0.25,0.2,2,-2,5,0.92,10075,12,86,30,25,1046,553.0,636,465,60,121.0,135,1,270,191,76,0,0,537,6274,-28648,553,45.702114,4.910877,56.22,201.0,2,1.8767,0,0.0,0.41,3,0.32,4.234
254063,1560687886055,2,2.27,1.93,3.37,1.87,2.79,0.99,-0.1,0.21,2,1,4,0.99,10016,11,86,30,24,1043,551.0,633,458,60,121.0,135,1,270,187,76,0,0,542,-32248,-22519,551,,,,,,,,,,,,
254083,1560687886075,5,2.28,1.92,3.36,1.87,2.79,1.08,-0.08,0.17,2,-1,4,1.09,10000,11,86,30,24,1042,548.0,638,453,60,122.0,127,1,270,185,70,0,0,535,14504,6274,545,,,,,,,,,,,,
254103,1560687886101,4,2.26,1.93,3.36,1.87,2.79,0.99,-0.08,0.22,2,-2,4,1.0,10016,11,86,30,24,1040,544.0,632,459,60,122.0,127,1,270,185,70,0,0,535,-506,-8186,547,,,,,,,,,,,,
254123,1560687886121,7,2.26,1.93,3.39,1.87,2.78,1.03,0.0,0.25,1,-2,4,1.03,9968,11,86,30,24,1039,544.0,632,456,60,121.0,127,1,270,182,70,0,0,529,1779,-22519,544,,,,,,,,,,,,
254143,1560687886141,17,2.27,1.92,3.39,1.87,2.8,1.13,-0.03,0.21,0,-4,3,1.13,9858,11,86,31,23,1040,536.0,634,452,60,122.0,127,1,270,180,70,0,0,525,-28648,-9212,535,45.702106,4.910892,55.31,201.0,2,1.8767,0,0.0,0.4117,3,0.33,4.2357
254163,1560687886161,17,2.26,1.93,3.38,1.85,2.84,1.12,-0.02,0.22,1,-5,4,1.12,9791,10,86,31,23,1044,530.0,639,456,60,121.0,127,1,270,179,70,0,0,514,-28648,-8187,530,,,,,,,,,,,,
254183,1560687886181,22,2.27,1.9,3.42,1.81,2.86,1.21,-0.03,0.24,0,-4,2,1.21,9669,10,86,31,23,1048,523.0,635,457,60,122.0,123,1,270,179,65,0,0,508,-9212,10994,523,,,,,,,,,,,,
254203,1560687886201,21,2.27,1.88,3.44,1.78,2.94,1.3,-0.1,0.32,0,-4,1,1.3,9436,10,86,31,22,1053,519.0,631,461,60,121.0,123,1,270,170,65,0,0,501,-8187,10408,518,,,,,,,,,,,,
254223,1560687886221,23,2.27,1.87,3.46,1.75,2.97,1.21,-0.0,0.13,1,-1,1,1.21,9250,10,86,31,22,1056,513.0,631,457,60,121.0,123,1,270,170,65,0,0,492,26178,2524,513,,,,,,,,,,,,
254243,1560687886241,24,2.27,1.87,3.51,1.74,2.97,1.3,-0.1,0.17,1,0,1,1.3,9066,10,86,31,21,1061,509.0,629,462,60,122.0,123,1,270,164,65,0,0,478,10994,-9216,509,45.702099,4.910906,54.19,201.0,2,1.8767,0,0.0,0.4133,3,0.33,4.2374
254263,1560687886261,19,2.28,1.86,3.53,1.74,2.97,1.37,-0.23,0.24,1,0,2,1.39,8894,10,86,31,21,1069,506.0,616,456,60,122.0,123,1,270,164,65,0,0,461,-28648,-32768,502,,,,,,,,,,,,
254283,1560687886281,18,2.27,1.86,3.52,1.75,2.95,1.43,-0.22,0.2,1,1,2,1.45,8708,10,86,31,21,1079,499.0,614,458,60,121.0,108,1,270,164,54,0,0,444,2524,505,499,,,,,,,,,,,,
254303,1560687886301,15,2.27,1.86,3.51,1.74,2.93,1.36,-0.2,0.16,1,1,3,1.37,8585,10,86,31,22,1083,494.0,616,461,60,121.0,108,1,270,170,54,0,0,448,771,-899,494,,,,,,,,,,,,
254323,1560687886321,11,2.27,1.86,3.47,1.74,2.93,1.38,-0.12,0.11,0,1,2,1.39,8423,10,86,31,22,1087,492.0,615,458,60,122.0,108,1,270,167,54,0,0,467,-32768,-17956,491,,,,,,,,,,,,
254343,1560687886341,9,2.27,1.85,3.45,1.74,2.94,1.31,-0.04,0.12,0,1,2,1.31,8370,9,86,31,22,1095,488.0,610,458,60,121.0,108,1,270,165,54,0,0,458,505,-18108,488,45.702091,4.91092,52.51,201.0,2,1.8767,0,0.0,0.415,3,0.33,4.239
254363,1560687886361,4,2.28,1.85,3.43,1.72,2.93,1.32,-0.05,0.09,0,2,2,1.32,8344,9,86,31,22,1099,486.0,609,457,60,122.0,108,1,270,169,54,0,0,455,-6441,10305,486,,,,,,,,,,,,
254383,1560687886381,1,2.27,1.85,3.42,1.72,2.91,1.35,-0.03,0.19,-0,2,2,1.35,8374,9,86,31,22,1102,483.0,615,461,60,122.0,109,1,270,165,53,0,0,449,3580,-8985,482,,,,,,,,,,,,
254403,1560687886401,4,2.27,1.85,3.41,1.73,2.9,1.3,-0.01,0.13,-0,2,2,1.3,8434,9,86,31,22,1103,480.0,611,458,60,123.0,109,1,270,167,53,0,0,452,16648,15649,480,,,,,,,,,,,,
254423,1560687886421,1,2.27,1.85,3.42,1.72,2.89,1.26,-0.04,0.19,0,4,2,1.26,8465,9,86,31,22,1108,474.0,612,460,60,122.0,109,1,270,168,53,0,0,452,3576,-9160,474,,,,,,,,,,,,
