"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
68663,1560687014892,24,2.28,1.75,3.47,1.7,2.99,1.13,-0.13,0.05,2,-4,2,1.14,9155,9,79,33,23,895,514.0,647,455,60,122.0,117,1,270,176,61,0,0,497,-4054,248,514,,,,,,,,,,,,
68683,1560687014912,25,2.28,1.74,3.5,1.69,3.0,1.15,-0.17,0.07,2,-3,2,1.16,9044,9,79,33,23,905,507.0,647,448,60,122.0,117,1,270,176,61,0,0,479,-32248,-899,507,,,,,,,,,,,,
68703,1560687014932,26,2.28,1.74,3.53,1.68,3.0,1.23,-0.28,0.09,2,-5,3,1.26,8915,9,79,33,22,916,501.0,645,458,60,122.0,117,1,270,170,61,0,0,465,-9216,2212,501,,,,,,,,,,,,
68723,1560687014952,27,2.28,1.73,3.54,1.68,3.01,1.27,-0.31,0.1,1,-4,3,1.31,8773,9,79,33,22,935,495.0,642,457,60,122.0,117,1,270,170,61,0,0,462,998,8488,495,,,,,,,,,,,,
68743,1560687014972,27,2.26,1.74,3.53,1.69,3.03,1.26,-0.27,0.03,2,-3,2,1.29,8612,9,79,33,22,954,490.0,632,455,60,121.0,117,1,270,170,61,0,0,457,-6441,32033,490,45.702091,4.910908,53.23,197.0,0,0.0,0,0.0,0.4933,1,0.32,1.1457
68763,1560687014992,27,2.28,1.73,3.51,1.68,3.03,1.29,-0.25,0.05,1,-3,1,1.31,8465,9,79,33,22,965,486.0,635,451,60,121.0,110,1,270,168,54,0,0,459,16648,17628,482,,,,,,,,,,,,
68783,1560687015004,26,2.28,1.73,3.48,1.68,3.03,1.3,-0.21,0.08,2,-4,2,1.31,8333,9,79,33,23,974,479.0,630,457,60,122.0,110,1,270,163,54,0,0,450,-9203,10305,479,,,,,,,,,,,,
68803,1560687015024,30,2.26,1.74,3.49,1.66,3.04,1.31,-0.1,-0.01,2,-4,2,1.32,8205,9,79,33,23,992,472.0,631,452,60,121.0,110,1,270,165,54,0,0,441,32033,19477,472,,,,,,,,,,,,
68823,1560687015044,27,2.26,1.74,3.51,1.64,3.04,1.19,-0.1,0.02,2,-3,4,1.19,8120,9,79,33,23,1010,469.0,630,455,60,122.0,110,1,270,159,54,0,0,424,30272,-3322,466,,,,,,,,,,,,
68843,1560687015064,25,2.27,1.73,3.52,1.63,3.05,1.24,-0.08,0.01,1,-3,3,1.24,7955,9,79,33,24,1021,461.0,626,453,60,122.0,110,1,269,156,54,0,0,427,17628,-3314,461,45.70208,4.910922,50.78,197.1,0,0.0,0,0.0,0.495,1,0.32,1.1474
