"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
346063,1560691617875,18,2.24,1.92,3.43,1.61,5.05,0.98,0.09,-0.04,-3,3,-7,0.98,5412,5,87,33,29,838,550.0,399,457,60,117.0,61,1,272,161,34,0,0,321,-32248,155,531,,,,,,,,,,,,
346083,1560691617895,18,2.24,1.91,3.43,1.6,5.04,0.95,0.06,0.04,-5,4,-9,0.95,5372,5,87,33,30,868,542.0,393,460,60,118.0,61,1,273,161,34,0,0,328,-3082,165,526,,,,,,,,,,,,
346103,1560691617915,16,2.25,1.91,3.43,1.59,5.05,1.01,0.12,0.02,-4,1,-10,1.01,5496,5,87,33,31,897,540.0,391,461,60,119.0,61,1,276,162,34,0,0,299,-8186,-1281,520,,,,,,,,,,,,
346123,1560691617935,16,2.27,1.9,3.45,1.59,5.06,1.08,0.15,-0.04,-7,2,-10,1.09,5495,5,87,33,31,912,535.0,402,457,60,118.0,61,1,276,162,34,0,0,277,6274,16896,516,,,,,,,,,,,,
346143,1560691617955,14,2.27,1.95,3.43,1.6,5.05,1.0,0.08,-0.06,-8,5,-11,1.0,5411,5,87,33,32,927,531.0,396,458,60,119.0,64,1,278,163,33,0,0,288,-22519,-1,507,45.700794,4.909638,56.34,195.9,3,1.675,0,0.0,0.0367,4,0.06,5.7691
346163,1560691617975,14,2.3,1.98,3.41,1.61,5.07,1.1,0.14,-0.06,-8,-0,-11,1.11,5274,5,87,34,33,946,526.0,396,460,60,118.0,64,1,278,167,33,0,0,324,-32248,80,499,,,,,,,,,,,,
346183,1560691617995,13,2.3,1.98,3.41,1.61,5.07,0.94,0.11,-0.04,-9,4,-12,0.95,5199,5,87,34,33,968,518.0,388,462,60,118.0,64,1,277,166,33,0,0,346,1341,32000,496,,,,,,,,,,,,
346203,1560691618009,13,2.33,1.97,3.41,1.59,5.07,1.05,0.11,0.03,-9,-1,-13,1.06,5275,5,87,34,34,972,510.0,391,453,60,119.0,64,1,282,173,33,0,0,296,-4054,95,489,,,,,,,,,,,,
346223,1560691618029,11,2.33,1.97,3.43,1.61,5.04,0.92,0.06,0.05,-11,2,-15,0.92,5381,5,87,34,35,977,507.0,392,468,60,118.0,64,1,288,174,33,0,0,262,-21872,100,487,,,,,,,,,,,,
346243,1560691618049,8,2.35,1.99,3.43,1.65,5.03,1.03,0.18,0.05,-9,-0,-14,1.05,5369,5,87,34,35,957,502.0,393,454,60,119.0,72,1,288,179,35,0,0,267,15661,250,479,45.700802,4.909647,52.97,195.9,3,1.675,0,0.0,0.0383,4,0.06,5.7707
