"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
368963,1560692897052,17,2.25,1.89,3.51,1.64,5.04,1.4,-0.28,0.07,1,-2,-3,1.42,7205,6,86,34,21,961,594.0,495,450,60,118.0,90,1,262,156,55,0,0,486,-13043,-1818,588,,,,,,,,,,,,
368983,1560692897072,16,2.25,1.89,3.52,1.64,5.04,1.18,-0.15,-0.11,0,-0,-3,1.19,7121,6,86,34,21,966,587.0,508,455,60,118.0,90,1,261,149,55,0,0,448,-25872,23400,580,,,,,,,,,,,,
369003,1560692897098,15,2.26,1.88,3.5,1.64,5.08,1.11,-0.05,-0.1,-1,1,-7,1.11,7284,6,86,34,21,965,581.0,509,455,60,118.0,69,1,262,149,40,0,0,414,10432,18584,573,,,,,,,,,,,,
369023,1560692897118,15,2.27,1.89,3.5,1.64,5.04,1.2,-0.07,0.05,-2,-4,-6,1.2,7312,6,86,34,21,964,577.0,508,452,60,117.0,69,1,263,149,40,0,0,376,30208,11560,567,,,,,,,,,,,,
369043,1560692897138,19,2.26,1.89,3.49,1.63,5.04,1.28,-0.22,0.06,-3,-2,-6,1.3,7264,6,86,34,21,955,568.0,516,456,60,117.0,69,1,262,149,40,0,0,368,-8186,-29302,563,45.700802,4.90967,60.13,197.6,3,1.6,0,0.0,0.0383,4,0.06,6.1507
369063,1560692897158,18,2.27,1.89,3.48,1.63,5.04,1.26,-0.31,0.1,-2,-2,-6,1.3,7161,6,86,34,21,946,563.0,509,454,60,117.0,69,1,261,149,40,0,0,403,2211,486,553,,,,,,,,,,,,
369083,1560692897178,13,2.28,1.92,3.48,1.63,5.05,1.26,-0.24,-0.11,-2,-0,-6,1.28,7088,6,86,34,21,946,557.0,506,453,60,118.0,69,1,260,149,40,0,0,413,-9072,18584,543,,,,,,,,,,,,
369103,1560692897198,13,2.28,1.92,3.48,1.65,5.05,1.15,-0.1,-0.2,-3,-2,-7,1.16,7099,6,86,34,21,945,546.0,505,453,60,118.0,71,1,260,149,39,0,0,378,2524,1504,538,,,,,,,,,,,,
369123,1560692897218,19,2.28,1.92,3.49,1.64,5.07,1.24,-0.21,0.0,-5,-2,-7,1.26,7172,6,86,34,21,954,543.0,503,457,60,117.0,71,1,261,149,39,0,0,348,1779,-14707,531,,,,,,,,,,,,
369143,1560692897238,15,2.28,1.94,3.48,1.64,5.05,1.23,-0.2,-0.08,-4,-2,-6,1.25,7083,6,86,34,21,963,537.0,517,451,60,117.0,71,1,260,149,39,0,0,363,-30064,2811,527,45.700813,4.90968,57.14,197.6,3,1.6,0,0.0,0.04,4,0.06,6.1524
