SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;FUEL P;OIL P;VOLTS;INJ;ADV;L/100K;

413 ;0:00,10 ;5933 ;10 ;87;39;55;0,788 ;0,0 ;0,0 ;0,0 ;0,0 ;5,00 ;4,93 ;13,1 ;2,27 ;32,7 ;0,0;
413 ;0:00,20 ;5929 ;10 ;87;39;55;0,786 ;0,0 ;0,0 ;0,0 ;0,0 ;4,85 ;5,01 ;12,9 ;2,27 ;32,7 ;0,0;
413 ;0:00,30 ;5894 ;10 ;87;39;55;0,790 ;0,0 ;0,0 ;0,0 ;0,0 ;4,95 ;5,01 ;12,9 ;2,29 ;32,7 ;0,0;
413 ;0:00,40 ;5835 ;10 ;87;39;55;0,790 ;0,0 ;0,0 ;0,0 ;0,0 ;4,96 ;4,87 ;13,1 ;2,33 ;32,6 ;0,0;
413 ;0:00,50 ;5826 ;10 ;87;39;55;0,788 ;0,0 ;0,0 ;0,0 ;0,0 ;4,90 ;4,87 ;12,9 ;2,34 ;32,6 ;0,0;
413 ;0:00,60 ;5806 ;10 ;87;39;56;0,783 ;0,0 ;0,0 ;0,0 ;0,0 ;4,87 ;4,97 ;13,0 ;2,34 ;32,8 ;0,0;
413 ;0:00,70 ;5779 ;10 ;87;39;56;0,782 ;0,0 ;0,0 ;0,0 ;0,0 ;4,98 ;4,95 ;13,1 ;2,35 ;32,8 ;0,0;
413 ;0:00,80 ;5721 ;10 ;87;39;56;0,783 ;0,0 ;0,0 ;0,0 ;0,0 ;4,98 ;4,75 ;13,1 ;2,38 ;32,7 ;0,0;
413 ;0:00,90 ;5706 ;10 ;87;39;57;0,781 ;0,0 ;0,0 ;0,0 ;0,0 ;4,95 ;4,77 ;13,0 ;2,38 ;33,0 ;0,0;
413 ;0:01,00 ;5723 ;10 ;87;39;57;0,783 ;0,0 ;0,0 ;0,0 ;0,0 ;4,96 ;4,82 ;13,0 ;2,37 ;33,0 ;0,0;
413 ;0:01,10 ;5755 ;10 ;87;39;57;0,787 ;0,0 ;0,0 ;0,0 ;0,0 ;4,93 ;4,95 ;12,9 ;2,35 ;33,0 ;0,0;
413 ;0:01,20 ;5772 ;10 ;87;39;56;0,790 ;0,0 ;0,0 ;0,0 ;0,0 ;4,89 ;4,92 ;13,0 ;2,35 ;32,8 ;0,0;
413 ;0:01,30 ;5790 ;10 ;87;39;56;0,789 ;0,0 ;0,0 ;0,0 ;0,0 ;5,00 ;4,76 ;13,1 ;2,35 ;32,8 ;0,0;
413 ;0:01,40 ;5826 ;10 ;87;39;56;0,788 ;0,0 ;0,0 ;0,0 ;0,0 ;4,97 ;4,90 ;13,1 ;2,33 ;32,8 ;0,0;
413 ;0:01,50 ;5797 ;10 ;87;39;56;0,786 ;0,0 ;0,0 ;0,0 ;0,0 ;4,92 ;4,86 ;13,0 ;2,34 ;32,8 ;0,0;
413 ;0:01,60 ;5758 ;10 ;87;39;56;0,789 ;0,0 ;0,0 ;0,0 ;0,0 ;5,00 ;4,84 ;13,1 ;2,36 ;32,8 ;0,0;
413 ;0:01,70 ;5803 ;10 ;87;39;56;0,790 ;0,0 ;0,0 ;0,0 ;0,0 ;4,99 ;4,85 ;13,1 ;2,34 ;32,8 ;0,0;
413 ;0:01,80 ;5881 ;10 ;87;39;56;0,784 ;0,0 ;0,0 ;0,0 ;0,0 ;4,88 ;4,92 ;13,0 ;2,29 ;32,9 ;0,0;
413 ;0:01,90 ;5868 ;10 ;87;39;56;0,780 ;0,0 ;0,0 ;0,0 ;0,0 ;4,87 ;4,86 ;13,0 ;2,30 ;32,8 ;0,0;
413 ;0:02,00 ;5859 ;10 ;87;39;55;0,779 ;0,0 ;0,0 ;0,0 ;0,0 ;4,87 ;4,90 ;13,0 ;2,32 ;32,6 ;0,0;
413 ;0:02,10 ;5833 ;10 ;87;39;55;0,784 ;0,0 ;0,0 ;0,0 ;0,0 ;4,86 ;4,98 ;12,9 ;2,33 ;32,6 ;0,0;
413 ;0:02,20 ;5760 ;10 ;87;39;56;0,785 ;0,0 ;0,0 ;0,0 ;0,0 ;4,93 ;4,87 ;13,1 ;2,36 ;32,8 ;0,0;
413 ;0:02,30 ;5767 ;10 ;87;39;56;0,780 ;0,0 ;0,0 ;0,0 ;0,0 ;4,91 ;4,85 ;13,1 ;2,35 ;32,8 ;0,0;
413 ;0:02,40 ;5685 ;10 ;87;39;57;0,777 ;0,0 ;0,0 ;0,0 ;0,0 ;4,97 ;4,80 ;13,1 ;2,40 ;33,0 ;0,0;
413 ;0:02,50 ;5644 ;10 ;87;39;57;0,782 ;0,0 ;0,0 ;0,0 ;0,0 ;4,98 ;4,68 ;13,1 ;2,43 ;33,0 ;0,0;
413 ;0:02,60 ;5585 ;10 ;87;39;58;0,785 ;0,0 ;0,0 ;0,0 ;0,0 ;4,91 ;4,69 ;12,9 ;2,46 ;33,2 ;0,0;
