"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
350464,1564237742822,1,2.73,0.99,0.35,1.34,0.99,0.68,-1.1,0.34,31,-1,32,1.3,7506,14,92,40,31,869,465.0,340,465,60,123.0,98,1,286,164,46,0,0,337,-21944,-18108,465,-5.59,,,,,,,,,,,,
350484,1564237742842,0,2.73,0.98,0.35,1.34,0.99,0.66,-1.15,0.31,32,0,33,1.32,7473,17,92,40,31,863,460.0,320,466,60,123.0,98,1,286,164,46,0,0,319,-26615,-18108,460,-5.59,,,,,,,,,,,,
350504,1564237742862,1,2.71,0.99,0.35,1.34,0.99,0.59,-1.19,0.3,33,2,37,1.32,7473,37,92,40,36,859,460.0,295,463,60,123.0,98,1,301,182,46,0,0,316,-9166,2211,460,-5.59,,,,,,,,,,,,
350524,1564237742882,0,2.72,0.98,0.35,1.34,1.0,0.52,-1.19,0.38,34,2,38,1.3,7449,57,92,40,45,859,460.0,308,462,60,124.0,98,1,355,213,46,0,0,316,13040,-23623,460,-5.59,,,,,,,,,,,,
350544,1564237742902,1,2.7,0.99,0.35,1.34,1.0,0.52,-1.27,0.31,34,2,39,1.37,7416,77,92,40,59,859,458.0,313,463,60,124.0,145,1,421,283,67,0,0,313,-4059,17628,458,-5.59,44.680557,10.016782,44.0,179.5,0,0.0,-1,0.0,0.0,0,2.16,5.8424
350564,1564237742922,-0,2.7,0.99,0.35,1.35,0.99,0.58,-1.34,0.33,33,3,40,1.46,7304,98,92,40,78,859,457.0,299,466,60,124.0,145,1,398,441,67,0,0,313,10392,17628,457,-5.59,,,,,,,,,,,,
350584,1564237742942,1,2.67,0.98,0.35,1.35,0.99,0.6,-1.39,0.36,34,4,41,1.51,7225,100,92,40,89,859,458.0,293,464,60,123.0,145,1,390,523,67,0,0,317,9517,14488,455,-5.59,,,,,,,,,,,,
350604,1564237742962,0,2.66,0.98,0.35,1.35,0.99,0.67,-1.34,0.39,34,3,43,1.5,7145,100,92,41,92,858,457.0,285,467,60,122.0,145,1,382,525,67,0,0,319,11560,-9160,457,-5.59,,,,,,,,,,,,
350624,1564237742982,3,2.64,0.98,0.35,1.35,0.99,0.68,-1.26,0.35,35,3,44,1.43,7194,100,92,41,92,862,455.0,277,462,60,122.0,145,1,386,527,67,0,0,319,10392,-9160,454,-5.59,,,,,,,,,,,,
350644,1564237742996,2,2.63,0.98,0.35,1.34,0.99,0.67,-1.31,0.29,35,3,44,1.47,7309,100,92,41,92,883,453.0,275,464,60,123.0,317,1,395,533,145,0,0,319,-26615,-26615,453,-5.59,44.68055,10.016782,43.63,179.5,0,0.0,-1,0.0,0.0,0,2.16,5.8441
