SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;

1742 ;0:00,10 ;3956 ;10 ;83;29;52;0,918 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;12,1 ;-1 ;2,20 ;29,0 ;0 ;
1742 ;0:00,20 ;4050 ;10 ;84;29;52;0,927 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;12,2 ;-1 ;2,21 ;29,6 ;0 ;
1742 ;0:00,30 ;3992 ;10 ;83;29;52;0,929 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;12,1 ;-1 ;2,20 ;29,5 ;0 ;
1742 ;0:00,40 ;3923 ;10 ;83;29;52;0,937 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;12,0 ;-1 ;2,19 ;28,7 ;0 ;
1742 ;0:00,50 ;4004 ;10 ;83;29;52;0,933 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;12,1 ;-1 ;2,21 ;29,6 ;0 ;
1742 ;0:00,60 ;4003 ;10 ;83;29;52;0,924 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,51 ;12,2 ;-1 ;2,21 ;29,6 ;0 ;
1742 ;0:00,70 ;3975 ;10 ;83;29;52;0,925 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;12,0 ;-1 ;2,20 ;29,3 ;0 ;
1742 ;0:00,80 ;4061 ;10 ;83;29;52;0,925 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;12,1 ;-1 ;2,21 ;29,6 ;0 ;
1742 ;0:00,90 ;4024 ;10 ;83;29;52;0,926 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,50 ;12,0 ;-1 ;2,21 ;29,6 ;0 ;
1742 ;0:01,00 ;3970 ;10 ;83;29;52;0,929 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,64 ;12,1 ;-1 ;2,20 ;29,2 ;0 ;
1742 ;0:01,10 ;4054 ;10 ;83;29;51;0,932 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;12,0 ;-1 ;2,17 ;29,5 ;0 ;
1742 ;0:01,20 ;4044 ;10 ;83;29;52;0,939 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,0 ;-1 ;2,21 ;29,6 ;0 ;
1742 ;0:01,30 ;3995 ;10 ;83;29;52;0,946 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;12,0 ;-1 ;2,20 ;29,5 ;0 ;
1742 ;0:01,40 ;4019 ;10 ;83;29;51;0,945 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;12,0 ;-1 ;2,17 ;29,5 ;0 ;
1742 ;0:01,50 ;4050 ;10 ;84;29;52;0,944 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,0 ;-1 ;2,21 ;29,6 ;0 ;
1742 ;0:01,60 ;3979 ;10 ;83;29;51;0,945 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;12,1 ;-1 ;2,16 ;29,2 ;0 ;
1742 ;0:01,70 ;4019 ;10 ;83;29;52;0,935 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,9 ;-1 ;2,21 ;29,6 ;0 ;
1742 ;0:01,80 ;4076 ;10 ;84;29;52;0,927 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,1 ;-1 ;2,21 ;29,6 ;0 ;
1742 ;0:01,90 ;3972 ;10 ;83;29;51;0,928 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;11,9 ;-1 ;2,16 ;29,1 ;0 ;
